MatchId,BotType,Result,TimeMs,TotalClicks
676,0,DEFEAT,0.2915,2
677,0,DEFEAT,0.2096,4
678,0,DEFEAT,0.1751,5
679,0,DEFEAT,0.1588,3
680,0,DEFEAT,0.1471,4
681,0,DEFEAT,0.1525,2
682,0,DEFEAT,4.4522,3
683,0,DEFEAT,4.2960,3
684,0,DEFEAT,7.6247,7
685,0,DEFEAT,1.7634,2
686,0,DEFEAT,0.2214,4
687,0,DEFEAT,0.2020,7
688,0,DEFEAT,1.8281,7
689,0,DEFEAT,0.1702,3
690,0,DEFEAT,0.2447,6
691,0,DEFEAT,0.1024,3
692,0,DEFEAT,0.8050,7
693,0,DEFEAT,0.1288,4
694,0,DEFEAT,0.1439,5
695,0,DEFEAT,0.0722,2
696,0,DEFEAT,0.2711,10
697,0,DEFEAT,0.0968,3
698,0,DEFEAT,0.0737,2
699,0,DEFEAT,0.0501,1
700,0,DEFEAT,0.1247,4
701,0,DEFEAT,0.0477,1
702,0,DEFEAT,0.0495,1
703,0,DEFEAT,0.0493,1
704,0,DEFEAT,0.3453,6
705,0,DEFEAT,0.1525,5
706,0,DEFEAT,0.1372,4
707,0,DEFEAT,0.1207,4
708,0,DEFEAT,0.1045,3
709,0,DEFEAT,0.0803,2
710,0,DEFEAT,0.2095,7
711,0,DEFEAT,0.0937,3
712,0,DEFEAT,0.1015,3
713,0,DEFEAT,0.2618,6
714,0,DEFEAT,0.1190,4
715,0,DEFEAT,1.2029,7
716,0,DEFEAT,0.0974,1
717,0,DEFEAT,0.4353,4
718,0,DEFEAT,6.2334,13
719,0,DEFEAT,0.3416,7
720,0,DEFEAT,0.3474,3
721,0,DEFEAT,0.6557,7
722,0,DEFEAT,0.6246,8
723,0,DEFEAT,0.0541,6
724,0,DEFEAT,0.0133,1
725,0,DEFEAT,0.0255,3
726,0,DEFEAT,0.0262,5
727,0,DEFEAT,0.0129,2
728,0,DEFEAT,0.0094,1
729,0,DEFEAT,0.0167,2
730,0,DEFEAT,0.0199,2
731,0,DEFEAT,0.0172,3
732,0,DEFEAT,0.0166,3
733,0,DEFEAT,0.0154,3
734,0,DEFEAT,0.0384,2
735,0,DEFEAT,0.0094,1
736,0,DEFEAT,0.0084,1
737,0,DEFEAT,0.0376,2
738,0,DEFEAT,0.0330,7
739,0,DEFEAT,0.0081,1
740,0,DEFEAT,0.0279,5
741,0,DEFEAT,0.0182,2
742,0,DEFEAT,0.0226,5
743,0,DEFEAT,0.0076,1
744,0,DEFEAT,0.0321,6
745,0,DEFEAT,0.0176,2
746,0,DEFEAT,0.0533,2
747,0,DEFEAT,0.0826,12
748,0,DEFEAT,0.0527,8
749,0,DEFEAT,0.0821,4
750,0,DEFEAT,0.0153,3
751,0,DEFEAT,0.0089,1
752,0,DEFEAT,0.0296,5
753,0,DEFEAT,0.0200,2
754,0,DEFEAT,0.0083,1
755,0,DEFEAT,0.0261,5
756,0,DEFEAT,0.0115,2
757,0,DEFEAT,0.0160,2
758,0,DEFEAT,0.0875,11
759,0,DEFEAT,0.0392,3
760,0,DEFEAT,0.0126,1
761,0,DEFEAT,0.0285,5
762,0,DEFEAT,0.0085,1
763,0,DEFEAT,0.1314,3
764,0,DEFEAT,0.1056,3
765,0,DEFEAT,0.1648,6
766,0,DEFEAT,0.2465,5
767,0,DEFEAT,0.2343,6
768,0,DEFEAT,1.6520,4
